AMCE3,2012-07-17 00:00:00,ON,1,0.0,100,501,0.0,5.01,5.01,5.01,5.01,5.01
AMCE3,2012-05-31 00:00:00,ON,1,0.0,100,500,0.0,5.0,5.0,5.0,5.0,5.0
AMCE3,2012-05-29 00:00:00,ON,1,0.0,100,600,0.0,6.0,6.0,6.0,6.0,6.0
AMCE3,2012-05-23 00:00:00,ON,4,0.0,600,4662,0.0,7.77,7.77,7.77,7.77,7.77
AMCE3,2012-05-22 00:00:00,ON,10,1e-05,1400,11807,0.0,8.48,8.0,8.48,8.43,8.0
AMCE3,2012-04-18 00:00:00,ON,1,0.0,200,3998,0.0,19.99,19.99,19.99,19.99,19.99
AMCE3,2012-03-08 00:00:00,ON,1,0.0,800,16000,0.0,20.0,20.0,20.0,20.0,20.0
AMCE3,2012-01-23 00:00:00,ON,2,0.0,200,3300,0.0,16.5,16.5,16.5,16.5,16.5
AMCE3,2011-12-14 00:00:00,ON,2,0.0,800,16000,0.0,20.0,20.0,20.0,20.0,20.0
AMCE3,2011-11-07 00:00:00,ON,1,0.0,100,1600,0.0,16.0,16.0,16.0,16.0,16.0
AMCE3,2011-11-04 00:00:00,ON,1,0.0,100,1600,0.0,16.0,16.0,16.0,16.0,16.0
AMCE3,2011-10-18 00:00:00,ON,1,0.0,100,1101,0.0,11.01,11.01,11.01,11.01,11.01
AMCE3,2011-10-14 00:00:00,ON,1,0.0,100,1100,0.0,11.0,11.0,11.0,11.0,11.0
AMCE3,2011-10-07 00:00:00,ON,2,0.0,500,7723,0.0,14.56,14.56,18.99,15.45,18.99
AMCE3,2011-10-06 00:00:00,ON,3,1e-05,400,5489,0.0,12.89,12.89,14.0,13.72,14.0
AMCE3,2011-09-16 00:00:00,ON,3,1e-05,900,10350,0.0,11.5,11.5,11.5,11.5,11.5
AMCE3,2011-08-12 00:00:00,ON,2,0.0,200,3002,0.0,15.01,15.01,15.01,15.01,15.01
AMCE3,2011-07-13 00:00:00,ON,2,0.0,700,10507,0.0,15.01,15.01,15.01,15.01,15.01
AMCE3,2011-04-19 00:00:00,ON,1,0.0,600,11874,0.0,19.79,19.79,19.79,19.79,19.79
AMCE3,2011-01-27 00:00:00,ON,1,0.0,600,11874,0.0,19.79,19.79,19.79,19.79,19.79
AMCE3,2010-11-04 00:00:00,ON,6,1e-05,1000,19790,0.0,19.79,19.79,19.79,19.79,19.79
AMCE3,2010-11-03 00:00:00,ON,3,1e-05,800,15826,0.0,19.79,19.78,19.79,19.78,19.79
AMCE3,2010-10-28 00:00:00,ON,1,0.0,100,1649,0.0,16.49,16.49,16.49,16.49,16.49
AMCE3,2010-10-27 00:00:00,ON,2,1e-05,200,2864,0.0,13.99,13.99,14.65,14.32,14.65
AMCE3,2010-10-26 00:00:00,ON,3,1e-05,300,4399,0.0,14.78,13.99,15.22,14.66,13.99
AMCE3,2010-10-25 00:00:00,ON,6,2e-05,600,8174,0.0,15.5,12.56,16.0,13.62,12.56
AMCE3,2010-10-22 00:00:00,ON,14,4e-05,1700,23402,0.0,11.95,11.95,15.1,13.77,15.1
