XAVANTE AGRO INDUSTRIAL DE CEREAIS SA,XAVANTE AGRO,,XVTE
XCEL ENERGY INC,XCEL ENERGY,,X1EL
XEROX HOLDINGS CORPORATION,XEROX CORP,,XRXB
XILINX INC,XILINX INC,,X1LN
XP CORPORATE MACAE FDO INV IMOB  FII,FII XP MACAE,,XPCM
XP CREDITO AGRICOLA FDO INV FIAGRO IMOBILIARIO,FIAGRO XP CA,,XPCA
XP CREDITO IMOBILIARIO  FDO INV IMOB,FII XP CRED,,XPCI
XP FDO INV COTAS FDO INC INV EM INFR R FIXA,FIRF XP IE,,XPID
XP HOTEIS  FDO INV IMOB  FII,FII XP HOT,,XPHT
XP HOTEIS  FDO INV IMOB  FII,FII XP HOT,,VREH
XP INC,XP INC,,XPBR
XP INDUSTRIAL FDO INV IMOB  FII,FII XP INDL,,XPIN
XP INFRA II FDO DE INV PART IE,FIP XP INFRA,,XPIE
XP LOG FDO INV IMOB  FII,FII XP LOG,,XPLG
XP MALLS FDO INV IMOB FII,FII XP MALLS,,XPML
XP PROPERTIES FDO INV IMOB,FII XP PROP,,XPPR
XP PROPERTIES FDO INV IMOB,FII XP PROP,,01ME
XP RECEBIVEIS  FDO INV IMOB  FII,FII XP GAIA,,XPGA
XP RECEBIVEIS IMOBILIARIOS FDO INV IMOB  FII,FII XP RECEB,,XPRI
XP SELECTION FDO DE FUNDOS INV IMOB  FII,FII XP SELEC,,XPSF
XP TOP DIVIDENDOS FDO INV EM ACOES,FIA TOP DIV,,XPTD
XPCE RE FDO INV IMOB,FII XPCE RE,,XPCE
XX DE NOVEMBRO INVESTIMENTOS E PARTICIPACOES SA,XX NOVEMBRO,MB,VDNS
XYLEM INC,XYLEM INC,,X1YL
