L BRANDS INC,L BRANDS,,LBRN
L3HARRIS TECHNOLOGIES INC,L3HARRIS TEC,,L1HX
LABO ELETRONICA SA,LABO,,LAEL
LABORATORY CORP OF AMERICA HOLDINGS,LABORATORY C,,L1CA
LAEP INVESTMENTS LTD,LAEP,,MILK
LAGO DA PEDRA  FUNDO DE INVESTIMENTO IMOBILIARIO,FII LAGO PDR,,LPLP
LAHOTELS SA,LAHOTELS,MB,MEOP
LAM RESEARCH CORP,LAM RESEARCH,,L1RC
LAMB WESTON HOLDINGS INC,LAMB WESTON,,L1WH
LARK SA MAQUINAS E EQUIPAMENTOS,LARK MAQS,,LARK
LAS VEGAS SANDS CORP,LAS VEGAS,,LVSC
LAS VEGAS SANDS CORPORATION,LAS VEGAS SA,,L1VS
LATAM AIRLINES GROUP SA,LATAM AIRLN,,LATM
LATERES FDO INV IMOB  FII,FII LATERES,MB,LATR
LATINTECH CAPITAL SA,LATINTECH,,LTEC
LATTICE SEMICONDUCTOR CORP,LATTICE SEMI,,L2SC
LAVVI EMPREENDIMENTOS IMOBILIARIOS SA,LAVVI,NM,LAVV
LC I FUNDO DE INVESTIMENTO IMOBILIARIO,FII LC I,,02W5
LCI PREMIUM FDO INV IMOB  FII,FII LCI PREM,,FLCI
LCI PREMIUM II FDO INV IMOB  FII,FII LCI PRE2,,LCII
LECCA FIDC,FDC LECCA,MB,LECA
LEGATUS SHOPPINGS FDO INV IMOB  FII,FII LEGATUS,,LASC
LEGGETT PLATT INC,LEGGETT PL,,L1EG
LEIDOS HOLDINGS INC,LEIDOS HOLDI,,L1DO
LENNAR CORP,LENNAR CORP,,L1EN
LESTE FDO INV CAD PROD AGROIND FIAGRO IMOB,FIAGRO LESTE,,LSAG
LESTE RIVA EQUITY PREFERENCIAL I FDO INV IMOB,FII LESTE PA,,LSPA
LF TEL SA,LF TEL,,PITI
LIBERTY BROADBAND CORP,LIBERTY BROA,,LBRD
LIBERTY GLOBAL PLC,LIBERTY GLOB,,L1BT
LIBERTY GLOBAL PLC,LIBERTYGLOBL,,LTGL
LIBERTY MEDIA CORP,LIBERTY MEDI,,LSXM
LIBRA LIGAS DO BRASIL SA,LIBRA,,LIGB
LIBRA TERMINAL RIO SA,LIBRA T RIO,,LBRA
LIFE CAPITAL PARTNERS FUNDO DE INVESTIMENTO IMOB,FII LIFE,,LIFE
LIFE STORAGE INC,LIFE STORAGE,,L2SI
LIFEMED INDUSTRIAL EQUIP DE ART MED HOSP SA,LIFEMED,MA,LMED
LIGAFUTEBOL SA,LIGAFUTEBOL,MB,BITY
LIGAS DE ALUMINIO SA LIASA,LIASA,,LIAS
LIGHT SA,LIGHT SA,NM,LIGT
LIGHT SERVICOS DE ELETRICIDADE SA,LIGHT,,LIGH
LINCOLN NATIONAL CORP,LINCOLN NATI,,L1NC
LINDE PLC,LINDE PLC,,L1IN
LINHA AMARELA SA  LAMSA,AMARELA,,LMSA
LINKEDIN CORP,LINKEDIN,,LNKD
LINX SA,LINX,,LINX
LIQ PARTICIPACOES SA,LIQ,NM,LIQO
LIQ PARTICIPACOES SA,CONTAX,NM,CTAX
LITEL PARTICIPACOES SA,LITEL,MB,LTEL
LITELA PARTICIPACOES SA,LITELA,MB,LTLA
LIVE NATION ENTERTAINMENT INC,LIVE NATION,,L1YV
LIVETECH DA BAHIA INDUSTRIA E COMERCIO SA,WDC NETWORKS,NM,LVTC
LIVRARIA DO GLOBO SA,LIVR GLOBO,,LGLO
LKQ CORP,LKQ CORP,,L1KQ
LLOYDS BANKING GROUP PLC,LLOYDS BANKI,,L1YG
LOCALIZA RENT A CAR SA,LOCALIZA,NM,RENT
LOCAWEB SERVICOS DE INTERNET SA,LOCAWEB,NM,LWSA
LOCKHEED MARTIN CORPORATION,LOCKHEED,,LMTB
LOEWS CORP,LOEWS CORP,,L1OE
LOFT I  FDO INV IMOB,FII LOFT I,MB,LOFT
LOFT II FUNDO DE INVESTIMENTO IMOBILIARIO,FII LOFT II,,LFTT
LOG COMMERCIAL PROPERTIES,LOG COM PROP,NM,LOGG
LOGIN LOGISTICA INTERMODAL SA,LOGIN,NM,LOGN
LOGCP INTER FDO INV IMOB,FII LGCP INT,,LGCP
LOJAS AMERICANAS SA,LOJAS AMERIC,,LAME
LOJAS ARAPUA SA,LOJAS ARAPUA,,LOAR
LOJAS HERING SA,LOJAS HERING,,LHER
LOJAS LE BISCUIT SA,LE BISCUIT,,LLBI
LOJAS QUEROQUERO SA,QUEROQUERO,NM,LJQQ
LOJAS RENNER SA,LOJAS RENNER,NM,LREN
LONDON STOCK EXCHANGE GROUP,LONDON STOCK,,LSEG
LONGDIS SA,LONGDIS,MB,SPRT
LOWES COMPANIES INC,LOWES COMPA,,LOWC
LPL FINANCIAL HOLDINGS INC,LPL FINCL HD,,L2PL
LPS BRASIL  CONSULTORIA DE IMOVEIS SA,LOPES BRASIL,NM,LPSB
LUGGO FDO INV IMOB,FII LUGGO,,LUGG
LULULEMON ATHLETICA INC,LULULEMON AT,,L1UL
LUMEN TECHNOLOGIES INC,LUMEN TECH,,L1MN
LUPATECH SA,LUPATECH,NM,LUPA
LYONDELLBASELL INDUSTRIES NV,LYONDELLBASE,,L1YB
