BBVT6,1999-01-28 00:00:00,PNB,2,0.00021,200,208,0.0,1.04,1.04,1.04,1.04,1.04
BBVT5,1999-09-14 00:00:00,PNA,1,8e-05,100,370,0.0,3.7,3.7,3.7,3.7,3.7
BBVT5,1999-09-09 00:00:00,PNA,1,8.999999999999999e-05,100,370,0.0,3.7,3.7,3.7,3.7,3.7
BBVT5,1998-07-22 00:00:00,PNA,1,0.00012,100,370,0.0,3.7,3.7,3.7,3.7,3.7
BBVT5,1998-07-07 00:00:00,PNA,1,0.0002,30000,84000,0.0002,2.8,2.8,2.8,2.8,2.8
BBVT5,1998-06-26 00:00:00,PNA,1,0.00017999999999999998,4800,17616,3e-05,3.67,3.67,3.67,3.67,3.67
BBVT5,1998-05-25 00:00:00,PNA,4,0.00097,2700,8901,4e-05,1.5,1.5,3.81,3.29,3.81
BBVT3,1999-09-20 00:00:00,ON,2,0.00021999999999999998,900,1350,0.0,1.5,1.5,1.5,1.5,1.5
BBVT3,1999-09-09 00:00:00,ON,1,8.999999999999999e-05,100,183,0.0,1.83,1.83,1.83,1.83,1.83
BBVT3,1998-07-07 00:00:00,ON,1,0.0002,11600,32480,8e-05,2.8,2.8,2.8,2.8,2.8
BBVT3,1998-06-26 00:00:00,ON,1,0.00017999999999999998,5800,22562,4e-05,3.89,3.89,3.89,3.89,3.89
BBV,1998-01-06 00:00:00,ON,1,0.00015,100,480,0.0,4.8,4.8,4.8,4.8,4.8
BBV,1997-12-05 00:00:00,ON,2,0.00043,200,642,0.0,3.21,3.21,3.21,3.21,3.21
BBV,1997-10-20 00:00:00,ON,4,0.00066,2000,13800,1e-05,6.9,6.9,6.9,6.9,6.9
BBV,1997-10-27 00:00:00,PNA,1,0.0001,100,500,0.0,5.0,5.0,5.0,5.0,5.0
BBV,1997-08-05 00:00:00,ON,1,0.00017,100,1000,0.0,10.0,10.0,10.0,10.0,10.0
BBV,1997-08-28 00:00:00,PNA,2,0.00031,300,2664,0.0,8.88,8.88,8.88,8.88,8.88
BBV,1997-08-18 00:00:00,PNA,2,0.00025,200,1770,0.0,8.85,8.85,8.85,8.85,8.85
BBV,1997-07-04 00:00:00,PNA,2,0.00027,200,1778,0.0,8.89,8.89,8.89,8.89,8.89
BBV,1997-06-16 00:00:00,PNA,3,0.00035000000000000005,500,4495,0.0,8.99,8.99,8.99,8.99,8.99
BBV,1997-06-10 00:00:00,PNA,6,0.0007599999999999999,17700,159300,0.00018999999999999998,9.0,9.0,9.0,9.0,9.0
BBV,1997-06-10 00:00:00,PNB,1,0.00013,300,2700,0.0,9.0,9.0,9.0,9.0,9.0
BBV,1997-03-25 00:00:00,ON ED,1,0.00017999999999999998,100,999,0.0,9.99,9.99,9.99,9.99,9.99
BBV,1997-03-12 00:00:00,PNA,4,0.00057,2200,18020,2e-05,8.1,8.1,9.3,8.19,9.3
BBV,1997-03-11 00:00:00,PNA,12,0.00187,4800,39509,7.000000000000001e-05,8.1,8.1,8.89,8.23,8.89
BBV,1997-03-10 00:00:00,PNA,18,0.0028799999999999997,11000,95321,0.00016,8.99,8.1,8.99,8.66,8.9
BBV,1997-03-07 00:00:00,PNA,10,0.0018,4800,43186,0.0001,8.99,8.99,9.0,8.99,9.0
BBV,1997-03-06 00:00:00,PNA,4,0.00063,2500,22475,4e-05,8.99,8.99,8.99,8.99,8.99
BBV,1997-03-05 00:00:00,PNA,7,0.0012,4800,43152,7.000000000000001e-05,8.99,8.99,8.99,8.99,8.99
BBV,1997-03-04 00:00:00,PNA,3,0.00046,600,5400,1e-05,9.0,9.0,9.0,9.0,9.0
BBV,1997-02-27 00:00:00,ON,2,0.00037,900,8492,2e-05,5.0,5.0,9.99,9.43,9.99
BBV,1997-02-27 00:00:00,PNA,1,0.00017999999999999998,100,900,0.0,9.0,9.0,9.0,9.0,9.0
BBV,1997-02-25 00:00:00,PNA,1,0.00014000000000000001,100,900,0.0,9.0,9.0,9.0,9.0,9.0
BBV,1997-02-24 00:00:00,PNA,2,0.00037999999999999997,300,2670,1e-05,8.9,8.9,8.9,8.9,8.9
BBV,1997-02-21 00:00:00,PNA,1,0.0002,100,900,0.0,9.0,9.0,9.0,9.0,9.0
BBV,1997-02-17 00:00:00,PNA,1,0.00018999999999999998,100,950,0.0,9.5,9.5,9.5,9.5,9.5
BBV,1997-02-04 00:00:00,PNA,1,0.00017999999999999998,100,950,0.0,9.5,9.5,9.5,9.5,9.5
BBV,1997-01-31 00:00:00,PNA,1,0.00016,100,950,0.0,9.5,9.5,9.5,9.5,9.5
BBV,1997-01-16 00:00:00,PNA,1,0.00015,200,1800,0.0,9.0,9.0,9.0,9.0,9.0
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
