KALLAS INCORPORACOES E CONSTRUCOES SA,KALLAS,,KLAS
KANSAS CITY SOUTHERN,KANSAS CITY,,K1CS
KAROON PETROLEO E GAS SA,KAROONBRASIL,,KRBR
KARSTEN SA,KARSTEN,,CTKA
KB FINANCIAL GROUP INC,KB FINANCIAL,,K1BF
KELLOGG CO,KELLOGG CO,,K1EL
KEMPER CORP,KEMPER CORP,,KMPR
KEPLER WEBER SA,KEPLER WEBER,,KEPL
KEYCORP,KEYCORP,,K1EY
KEYSIGHT TECHNOLOGIES INC,KEYSIGHT TEC,,K1SG
KIKWITT PARTICIPACOES SA,KIKWITT,,KKWT
KILIMA FIC FDO IMOB SUNO 30,FII KILIMA,,KISU
KILIMA VOLKANO RECEBIVEIS IMOB FDO DE INV IMOB,FII KIVO,,KIVO
KILOMBO AGROPECUARIA SA,KILOMBO,,KLBO
KILROY REALTY CORP,KILROY REALT,,K2RC
KIMBERLYCLARK CORP,KIMBERLY CL,,KMBB
KIMCO REALTY CORP,KIMCO REALTY,,K1IM
KINDER MORGAN INC,KINDER MORGA,,KMIC
KINEA COINVESTIMENTO FDO INV IMOB,FII KINEA CO,,003H
KINEA CREDITAS FDO DE INV IMOBILIARIO  FII,FII KINEA CR,,KCRE
KINEA CREDITO AGRO FIAGROIMOBILIARIO,FIAGRO KINEA,,KNCA
KINEA HIGH YIELD CRI FDO INV IMOB  FII,FII KINEA HY,,KNHY
KINEA II REAL ESTATE EQUITY FDO INV IMOB,FII KII REAL,,KNRE
KINEA II REAL ESTATE EQUITY REF DI FIC FI,FIC KINEA II,,KNDI
KINEA INDICES DE PRECOS FDO INV IMOB  FII,FII KINEA IP,,KNIP
KINEA INFRA  FDO INV COTAS FDO INC INV INF RF CP,KINEA INFRAF,,KDIF
KINEA INFRA  FDO INV EM COTAS DE FIDC IE,FDC KINEAINF,,KNFI
KINEA REAL ESTATE FUNDS FDO INV IMOB  FII,FII KINEA FF,,KNFF
KINEA RENDA IMOBILIARIA FDO INV IMOB  FII,FII KINEA,,KNRI
KINEA RENDIMENTOS IMOBILIARIOS FDO INV IMOB  FII,FII KINEA RI,,KNCR
KINEA SECURITIES FDO DE INV IMOB  FII,FII KINEA SC,,KNSC
KINGSOFT CLOUD HOLDINGS LTD,KINGSOFT CHL,,K2CG
KLA CORP,KLA CORP,,K1LA
KLABIN SA,KLABIN SA,N2,KLBN
KLABIN SEGALL SA,KLABINSEGALL,,KSSA
KNOX DEBT FDO INVEST PART INFRAESTRUTURA,FIP IE KNOX,,KNOX
KOHLS CORP,KOHLS CORP,,K1SS
KOL FIDC NAOPADRONIZADO,FDC BURITI,MB,OPIM
KONINKLIJKE PHILIPS NV,KOPHILIPS,,PHGN
KORA SAUDE PARTICIPACOES SA,KORA SAUDE,NM,KRSA
KRAFT FOODS GROUP INC,KRAFT GROUP,,KFGI
KRAFT FOODS INC,KRAFT FOODS,MB,KFTB
KROGER CO,KROGER CO,,K1RC
KROTON EDUCACIONAL SA,KROTON,NM,KROT
KROTON EDUCACIONAL SA,KROTON,MB,OPOF
KT CORP,KT CORP,,K1TC
KUALA SA,KUALA,,ARTE
