BEBA6,2000-09-29 00:00:00,PNB,1,0.0001,100000,990,0.0,9.9,9.9,9.9,9.9,9.9
BEBA6,2000-03-31 00:00:00,PNB,1,0.0001,100000,990,0.0,9.9,9.9,9.9,9.9,9.9
BEBA6,2000-01-07 00:00:00,PNB,1,7.000000000000001e-05,100000,1000,0.0,10.0,10.0,10.0,10.0,10.0
BEBA6,1999-08-05 00:00:00,PNB,1,0.00010999999999999999,300000,2454,1e-05,8.18,8.18,8.18,8.18,8.18
BEBA5,2000-04-13 00:00:00,PNA,1,8e-05,100000,1000,0.0,10.0,10.0,10.0,10.0,10.0
BEBA5,1999-08-12 00:00:00,PNA,3,0.00033,119500000,977510,0.0022500000000000003,8.18,8.18,8.18,8.18,8.18
BEBA5,1999-08-05 00:00:00,PNA,2,0.00021,473100000,3869958,0.00805,8.18,8.18,8.18,8.18,8.18
BEBA3,1999-08-12 00:00:00,ON,2,0.00021999999999999998,258400000,2113712,0.00487,8.18,8.18,8.18,8.18,8.18
BEBA3,1999-08-05 00:00:00,ON,2,0.00021,1015600000,8307608,0.01728,8.18,8.18,8.18,8.18,8.18
BEB,1998-03-13 00:00:00,PNV,1,0.00013,300000,1500,0.0,5.0,5.0,5.0,5.0,5.0
BEB,1998-03-04 00:00:00,PNV,1,0.00016,100000,500,0.0,5.0,5.0,5.0,5.0,5.0
BEB,1997-12-29 00:00:00,PN,1,0.00021,100000,1000,0.0,10.0,10.0,10.0,10.0,10.0
BEB,1997-10-30 00:00:00,PN,1,0.00010999999999999999,100000,1000,0.0,10.0,10.0,10.0,10.0,10.0
BEB,1997-08-21 00:00:00,PN,2,0.00029,1100000,11000,2e-05,10.0,10.0,10.0,10.0,10.0
BEB,1997-08-20 00:00:00,PN,1,0.00016,100000,710,0.0,7.1,7.1,7.1,7.1,7.1
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
