BIVT4,2002-01-31 00:00:00,PN,1,6e-05,10000,8190,1e-05,819.0,819.0,819.0,819.0,819.0
BIVT4,2001-11-05 00:00:00,PN,1,5e-05,10000,8190,1e-05,819.0,819.0,819.0,819.0,819.0
BIVT4,2001-10-25 00:00:00,PN,2,0.00014000000000000001,60000,45000,0.0001,750.0,750.0,750.0,750.0,750.0
BIVT4,2001-10-19 00:00:00,PN,2,0.00014000000000000001,50000,30500,6e-05,610.0,610.0,610.0,610.0,610.0
BIVT4,2000-02-08 00:00:00,PN,2,0.0001,60000,15003,1e-05,250.05,250.05,250.05,250.05,250.05
BIVT4,1999-08-05 00:00:00,PN,1,0.00010999999999999999,50000,12500,3e-05,250.0,250.0,250.0,250.0,250.0
BIVT4,1999-04-20 00:00:00,PN,3,0.00023,30000,7330,1e-05,244.01,244.0,245.0,244.33,244.0
BIVT4,1998-12-21 00:00:00,PN,1,0.00015,20000,2600,1e-05,130.0,130.0,130.0,130.0,130.0
BIVT4,1998-09-10 00:00:00,PN,1,8.999999999999999e-05,20000,3000,1e-05,150.0,150.0,150.0,150.0,150.0
BIVT4,1998-08-21 00:00:00,PN,1,8.999999999999999e-05,10000,1700,0.0,170.01,170.01,170.01,170.01,170.01
BIVT4,1998-06-29 00:00:00,PN,1,0.0002,10000,1700,0.0,170.01,170.01,170.01,170.01,170.01
BIVT4,1998-04-06 00:00:00,PN,3,0.00041,40000,8000,1e-05,200.0,200.0,200.0,200.0,200.0
BIVT4,1998-04-03 00:00:00,PN,1,0.00012,10000,2000,0.0,200.0,200.0,200.0,200.0,200.0
BIVT4,1998-04-02 00:00:00,PN,1,0.00010999999999999999,10000,2000,0.0,200.0,200.0,200.0,200.0,200.0
BIVT4,1998-04-01 00:00:00,PN,2,0.00024,30000,6000,1e-05,200.0,200.0,200.0,200.0,200.0
BIVT3,2000-01-11 00:00:00,ON,1,6e-05,10000,1600,0.0,160.0,160.0,160.0,160.0,160.0
BIV,1998-02-12 00:00:00,PN,1,0.00018999999999999998,10000,1900,0.0,190.0,190.0,190.0,190.0,190.0
BIV,1997-12-17 00:00:00,ON,1,0.00016,10000,2100,0.0,210.0,210.0,210.0,210.0,210.0
BIV,1997-12-30 00:00:00,PN,2,0.00041,30000,6000,1e-05,200.0,200.0,200.0,200.0,200.0
BIV,1997-12-29 00:00:00,PN,2,0.00043,30000,5790,1e-05,190.0,190.0,199.0,193.0,199.0
BIV,1997-12-19 00:00:00,PN,1,0.00016,20000,4000,1e-05,199.99,199.99,199.99,199.99,199.99
BIV,1997-12-11 00:00:00,PN,1,0.00015,10000,2300,0.0,230.0,230.0,230.0,230.0,230.0
BIV,1997-11-11 00:00:00,ON,1,0.00018999999999999998,10000,2710,1e-05,271.0,271.0,271.0,271.0,271.0
BIV,1997-11-10 00:00:00,ON,1,0.00017,10000,2700,1e-05,270.0,270.0,270.0,270.0,270.0
BIV,1997-11-07 00:00:00,ON,1,0.00013,10000,2700,0.0,270.0,270.0,270.0,270.0,270.0
BIV,1997-11-03 00:00:00,ON,3,0.00043,50000,13500,2e-05,270.0,270.0,270.0,270.0,270.0
BIV,1997-11-10 00:00:00,PN,1,0.00017,20000,5200,1e-05,260.0,260.0,260.0,260.0,260.0
BIV,1997-11-07 00:00:00,PN,2,0.00027,60000,15600,2e-05,260.01,260.0,260.01,260.0,260.0
BIV,1997-11-03 00:00:00,PN,1,0.00014000000000000001,20000,5200,1e-05,260.0,260.0,260.0,260.0,260.0
BIV,1997-10-28 00:00:00,PN,1,0.00012,10000,2600,0.0,260.0,260.0,260.0,260.0,260.0
BIV,1997-10-23 00:00:00,PN,2,0.00024,20000,5200,1e-05,260.0,260.0,260.0,260.0,260.0
BIV,1997-10-15 00:00:00,PN,1,0.00015,10000,2600,0.0,260.0,260.0,260.0,260.0,260.0
BIV,1997-10-14 00:00:00,PN,2,0.00033,40000,10400,1e-05,260.0,260.0,260.0,260.0,260.0
BIV,1997-10-08 00:00:00,PN,2,0.00035000000000000005,40000,10400,1e-05,260.0,260.0,260.0,260.0,260.0
BIV,1997-10-06 00:00:00,PN,2,0.00033,20000,5200,1e-05,260.0,260.0,260.0,260.0,260.0
BIV,1997-10-03 00:00:00,PN,2,0.00021999999999999998,20000,5200,1e-05,260.0,260.0,260.0,260.0,260.0
BIV,1997-08-12 00:00:00,ON,1,0.00017,10000,2650,0.0,265.0,265.0,265.0,265.0,265.0
BIV,1997-08-26 00:00:00,PN ED,1,0.00015,20000,5200,1e-05,260.0,260.0,260.0,260.0,260.0
BIV,1997-08-12 00:00:00,PN,1,0.00017,20000,5200,1e-05,260.0,260.0,260.0,260.0,260.0
BIV,1997-08-01 00:00:00,PN,1,0.00015,10000,2750,0.0,275.0,275.0,275.0,275.0,275.0
BIV,1997-07-23 00:00:00,ON,1,0.00010999999999999999,10000,2060,0.0,206.0,206.0,206.0,206.0,206.0
BIV,1997-07-28 00:00:00,PN,1,0.00010999999999999999,30000,7800,1e-05,260.0,260.0,260.0,260.0,260.0
BIV,1997-07-25 00:00:00,PN,5,0.0009,90000,24060,6e-05,280.0,260.0,280.0,267.33,260.0
BIV,1997-07-23 00:00:00,PN,1,0.00010999999999999999,20000,5200,0.0,260.0,260.0,260.0,260.0,260.0
BIV,1997-07-14 00:00:00,PN,1,0.00012,10000,2400,0.0,240.0,240.0,240.0,240.0,240.0
BIV,1997-06-30 00:00:00,PN,2,0.00029,30000,7200,1e-05,240.0,240.0,240.0,240.0,240.0
BIV,1997-06-19 00:00:00,PN,1,0.0001,10000,2050,0.0,205.0,205.0,205.0,205.0,205.0
BIV,1997-06-18 00:00:00,PN,1,0.00012,10000,2050,0.0,205.0,205.0,205.0,205.0,205.0
BIV,1997-06-17 00:00:00,PN,2,0.00021,40000,8200,1e-05,205.0,205.0,205.0,205.0,205.0
BIV,1997-06-13 00:00:00,PN,1,8.999999999999999e-05,10000,1950,0.0,195.0,195.0,195.0,195.0,195.0
BIV,1997-06-12 00:00:00,PN,1,0.0001,10000,1950,0.0,195.0,195.0,195.0,195.0,195.0
BIV,1997-05-14 00:00:00,PN,2,0.00028000000000000003,50000,9000,1e-05,180.0,180.0,180.0,180.0,180.0
BIV,1997-04-28 00:00:00,PN,1,0.00027,40000,7600,2e-05,190.0,190.0,190.0,190.0,190.0
BIV,1997-04-14 00:00:00,PN,1,0.00025,10000,1900,1e-05,190.0,190.0,190.0,190.0,190.0
BIV,1997-04-09 00:00:00,PN,3,0.00048,30000,5710,1e-05,191.0,190.0,191.0,190.33,190.0
BIV,1997-04-08 00:00:00,PN,1,0.00017999999999999998,10000,1900,0.0,190.0,190.0,190.0,190.0,190.0
BIV,1997-04-07 00:00:00,PN,2,0.00034,20000,3620,1e-05,181.0,181.0,181.0,181.0,181.0
BIV,1997-04-04 00:00:00,PN,1,0.00017,10000,1900,0.0,190.0,190.0,190.0,190.0,190.0
BIV,1997-01-15 00:00:00,PN,1,0.00017,10000,2000,0.0,200.0,200.0,200.0,200.0,200.0
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
