AWII34,2022-03-11 00:00:00,DRN ED,1,0.0,1,456,0.0,455.85,455.85,455.85,455.85,455.85
AWII34,2022-03-04 00:00:00,DRN ED,1,0.0,1,454,0.0,454.0,454.0,454.0,454.0,454.0
AWII34,2021-09-01 00:00:00,DRN,1,0.0,3,1604,0.0,534.6,534.6,534.6,534.6,534.6
AWII34,2021-06-14 00:00:00,DRN,1,0.0,27,14802,0.0,548.24,548.24,548.24,548.24,548.24
AWII34,2021-06-07 00:00:00,DRN,8,0.0,54,29580,0.0,548.59,546.42,548.59,547.76,546.42
AWII34,2021-01-06 00:00:00,DRN,4,0.0,399,164234,0.0,411.33,411.33,411.9,411.61,411.9
AWII34,2020-12-11 00:00:00,DRN,2,0.0,2,811,0.0,405.99,405.0,405.99,405.49,405.0
AWII34,2020-12-02 00:00:00,DRN,1,0.0,1,403,0.0,403.0,403.0,403.0,403.0,403.0
AWII34,2020-11-30 00:00:00,DRN,6,0.0,414,172557,0.0,416.6,415.01,417.5,416.8,415.01
AWII34,2020-11-10 00:00:00,DRN ED,3,0.0,3,1199,0.0,405.68,388.0,405.68,399.78,388.0
AWII34,2020-10-27 00:00:00,DRN,4,0.0,400,151946,1e-05,385.81,373.9,385.81,379.86,373.9
AWII34,2020-09-04 00:00:00,DRN,3,0.0,140,52945,0.0,376.51,376.51,379.51,378.17,379.51
AWII34,2020-08-07 00:00:00,DRN ED,2,0.0,80,31468,0.0,393.61,393.08,393.61,393.34,393.08
AWII34,2020-05-13 00:00:00,DRN ED,1,0.0,50,19605,0.0,392.1,392.1,392.1,392.1,392.1
AWII34,2020-05-11 00:00:00,DRN ED,3,0.0,190,79156,0.0,417.9,415.18,417.9,416.61,415.18
AWII34,2020-01-03 00:00:00,DRN,2,0.0,200,76798,0.0,383.99,383.99,383.99,383.99,383.99
AWII34,2019-09-25 00:00:00,DRN,1,0.0,100,40029,0.0,400.29,400.29,400.29,400.29,400.29
AWII34,2019-07-11 00:00:00,DRN,1,0.0,200,73090,0.0,365.45,365.45,365.45,365.45,365.45
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
