VICUNHA SIDERURGIA SA,VICUNHA SID,,VSID
VICUNHA TEXTIL SA,VICUNHA TEXT,,VINE
VIDEOLAR  INNOVA SA,VIDEOLAR,,VLAR
VIGOR ALIMENTOS SA,VIGOR FOOD,,VIGR
VIMEO INC,VIMEO INC,,V2ME
VINCI CREDIT SECURITIES FUNDO DE INVESTIMENTO IMOB,FII VINCI CR,,VCRI
VINCI ENERGIA FDO INV PART IE,FIP VINCI IE,,VIGT
VINCI IMOVEIS URBANOS FDO DE INV IMOB,FII VINCI IU,,VIUR
VINCI INSTRUMENTOS FINANCEIROS FDO INV IMOB  FII,FII VINCI IF,,VIFI
VINCI LOGISTICA FDO INV IMOB  FII,FII VINCI LG,,VILG
VINCI OFFICES FDO INV IMOB,FII VINCI OF,,VINO
VINCI RENDA IMOBILIARIA FDO INVEST IMOB  FII,FII VINCI RE,,VIRE
VINCI SHOPPING CENTERS FDO INVEST IMOB  FII,FII VINCI SC,,VISC
VINCI VIFI 2 FUNDO DE INVESTIMENTO IMOBILIARIO FII,FII VIFI 2,,VLIQ
VIPSHOP HOLDINGS LTD,VIPSHOP HOLD,,V1IP
VIRGO II COMPANHIA DE SECURITIZACAO,CIBRASEC,,CBSC
VISA INC,VISA INC,,VISA
VISION BRAZIL FIDC AGROMULTICREDITO,FDC VISION,,VSBR
VISION SECURITIZADORA SA,VISION SEC,,VSON
VITALYZEME SAUDE E TECNOLOGIA SA,VITALYZEME,,VTLM
VITORIA AMBIENTAL ENG E TECNOLOGIA SA,VITORIA AMB,,VTAM
VITTIA FERTILIZANTES E BIOLOGICOS SA,VITTIA,NM,VITT
VIVARA PARTICIPACOES SA,VIVARA SA,NM,VIVA
VIVAX SA,VIVAX,,VVAX
VIVER INCORPORADORA E CONSTRUTORA SA,VIVER,NM,VIVR
VIVO PARTICIPACOES SA,VIVO,,VIVO
VMWARE INC,VMWARE INC,,V2MW
VODAFONE GROUP PUBLIC LTD COMPANY,VODAFONE GRO,,V1OD
VORNADO REALTY TRUST,VORNADO REAL,,V1NO
VOTORANTIM CARDIO PULMONAR FDO INV IMOB  FII,FII CARDIOP,,CRPM
VOTORANTIM CELULOSE E PAPEL SA,V C P,N1,VCPA
VOTORANTIM CELULOSE E PAPEL SA,V C P,,PSIM
VOTORANTIM CIMENTOS SA,VOTCIMENTOS,,VEBM
VOTORANTIM FINANCAS SA,VOTORANTIM,,VTRF
VOTORANTIM SECURITIES MASTER FDO INV IMOB  FII,FII V MASTER,,VOTS
VULCABRAS SA,VULCABRAS,NM,VULC
VULCAN MATERIALS CO,VULCAN MATER,,V1MC
VX XVI  FDO INV IMOB,FII VX XVI,,VXXV
