BAP,1997-10-15 00:00:00,PNB,1,0.00015,100000,8,0.0,0.08,0.08,0.08,0.08,0.08
BAP,1997-07-17 00:00:00,PNB,1,0.00010999999999999999,100000,12,0.0,0.12,0.12,0.12,0.12,0.12
BAP,1997-06-19 00:00:00,PNB,1,0.0001,200000,24,0.0,0.12,0.12,0.12,0.12,0.12
BAP,1997-05-20 00:00:00,PNB,1,0.00017999999999999998,1100000,132,0.0,0.12,0.12,0.12,0.12,0.12
BAP,1997-04-28 00:00:00,PNB,1,0.00027,5800000,696,0.0,0.12,0.12,0.12,0.12,0.12
BAP,1997-04-14 00:00:00,PNB,1,0.00025,100000,8,0.0,0.08,0.08,0.08,0.08,0.08
BAP,1997-03-11 00:00:00,PNB,3,0.00047,400000,32,0.0,0.08,0.08,0.08,0.08,0.08
BAP,1997-03-03 00:00:00,PNB,1,0.00021999999999999998,100000,8,0.0,0.08,0.08,0.08,0.08,0.08
BAP,1997-02-20 00:00:00,PNB,1,0.00016,1200000,96,0.0,0.08,0.08,0.08,0.08,0.08
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
