TECH11B,2008-04-25 00:00:00,PRB MB,1,1e-05,71460700,557393460,0.09411,7.8,7.8,7.8,7.8,7.8
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
