BI CIA SECURITIZADORA SA,BI CIA SEC,MB,BICS
B2W  COMPANHIA DIGITAL,B2W DIGITAL,NM,BTOW
B3 SA  BRASIL BOLSA BALCAO,B3,NM,BVMF
B3 SA  BRASIL BOLSA BALCAO,B3,NM,B3SA
BAESA  ENERGETICA BARRA GRANDE SA,BAESA,,BESA
BAHEMA EDUCACAO SA,BAHEMA,MA,BAHI
BAHEMA EQUIPAMENTOS SA,BAHEMA EQUIP,,BHEQ
BAHIA SUL CELULOSE SA,BAHIA SUL,,BSUL
BAIDU INC,BAIDU INC,,BIDU
BAIXADAO AGROPECUARIA SA,BAIXADAO AGR,,BAIX
BAKER HUGHES CO,BAKER HUGHES,,B1KR
BALADARE PARTICIPACOES SA,BALADARE,MB,BLDR
BALL CORP,BALL CORP,,B1LL
BANCO BOCOM BBM SA,BOCOMBBMBM,,BBHI
BANCO BANDEPE SA,BANDEPEBM,,BDEP
BANCO BILBAO VIZCAYA ARGENTARIA SA,BILBAOVIZ,,BILB
BANCO BMG SA,BANCO BMG,N1,BMGB
BANCO BRADESCO BBI SA,BRADESCOBBIB,,BMAR
BANCO INTER SA,BANCO INTER,N2,BIDI
BANCO MODAL SA,MODALMAIS,N2,MODL
BANCO SANTANDER CHILE,BANCO SANTAN,,B1SA
BANCO SANTANDER SA,SANTANDER,,BCSA
BANCO SISTEMA SA,BCOSISTEMABM,,BBRA
BANCOLOMBIA SA,BANCOLOMBIA,,C2OL
BANCOOB FIDC FINANCEIROS,FDC BANCOOB,MB,BCOB
BANDEIRANTE MOTOMECANIZACAO SA,BAND MOTOMEC,,MTCZ
BANESTES RECEBIVEIS IMOBILIARIOS FDO INV IMOB FII,FII BEES CRI,,BCRI
BANESTES SA  BCO EST ESPIRITO SANTO,BANESTES,,BEES
BANEX SA  CRED FINANC E INVESTIMENTO,BANEX SA,,LOSA
BANIF FIDC MULTISEGMENTOS,FDC BANIF,MB,BNFF
BANK OF AMERICA CORPORATION,BANK AMERICA,,BOAC
BANRISUL CARTOES SA,VEROBANRISUL,,VERB
BANRISUL NOVAS FRONTEIRAS FDO INV IMOB  FII,FII BANRISUL,,BNFS
BAPTISTA DA SILVA PART E PROJETOS SA,BAPTISTA SIL,,BTSP
BARCLAYS PLC,BARCLAYS PLC,,B1CS
BARDELLA SA INDUSTRIAS MECANICAS,BARDELLA,,BDLL
BARIGUI SECURITIZADORA SA,BARIGUI SEC,,ASTE
BARRETTO DE ARAUJO PRODS DE CACAU SA,BARRETTO,,BAPC
BARRICK GOLD,BARRICK GOLD,,BARR
BARZEL FUNDO DE INVESTIMENTO IMOBILIARIO,FII BARZEL,,BZEL
BASEL PARTICIPACOES SA,BASEL,MB,BSEL
BASILICA PARTNERS LED CORPORATE FDO INV IMOB FII,FII BASILICA,,BPLC
BATH  BODY WORKS INC,BATHBODY,,B1BW
BAUMER SA,BAUMER,,BALM
BAXTER INTERNATIONAL INC,BAXTER INTER,,B1AX
BB ETF IBOVESPA FUNDO DE INDICE,BB ETF IBOV,,BBOV
BB ETF SP DIVIDENDOS BRASIL FUNDO DE INDICE,BB ETF SP DV,,BBSD
BB FDO DE INV DE CREDITO FIAGRO  IMOBILIARIO,FIAGRO BBGO,,BBGO
BB FDO INV IMOB PROGRESSIVO,FII BB PROGR,MB,BBFI
BB FUNDO DE FUNDOS  FDO INV IMOB,FII BB FOF,,BBFO
BB PROGRESSIVO II FDO INV IMOB  FII,FII BB PRGII,,BBPO
BB RECEBIVEIS IMOBILIARIOS FDO INV IMOB  FII,FII BB RECIM,,BBIM
BB RENDA CORPORATIVA FDO INV IMOB  FII,FII BB CORP,,BBRC
BB RENDA DE PAPEIS IMOB II FDO INV IMOB  FII,FII BB PAPII,,RDPD
BB RENDA DE PAPEIS IMOBILIARIOS FDO INV IMOB  FII,FII BB R PAP,,RNDP
BB SEGURIDADE PARTICIPACOES SA,BBSEGURIDADE,NM,BBSE
BBM LOGISTICA SA,BBMLOGISTICA,MA,BBML
BCO ABC BRASIL SA,ABC BRASIL,N2,ABCB
BCO ALFA DE INVESTIMENTO SA,ALFA INVEST,,BRIV
BCO AMAZONIA SA,AMAZONIA,,BAZA
BCO AMERICA DO SUL SA,AMERICA SUL,,BASU
BCO BANDEIRANTES DE INV SA,BANDEIR INV,,BIVT
BCO BANDEIRANTES SA,BANDEIRANTES,,BBCM
BCO BANEB SA,BANEB,,BEBA
BCO BANESTADO SA,BANESTADO,,BEPA
BCO BARCLAYS E GALICIA SA,BARCLAYS GAL,,IBNB
BCO BEA SA,BANCO BEA,,BAAM
BCO BEG SA,BEG,,BGOS
BCO BEMGE SA,BEMGE,,BEMG
BCO BILBAO VIZCAYA ARGENTARIA BRASIL SA,BILBAO VIZC,,BEXC
BCO BOAVISTA INTERATLANTICO SA,BOAVISTA,,BBVT
BCO BRADESCO SA,BRADESCO,N1,BBDC
BCO BRASIL SA,BRASIL,NM,BBAS
BCO BTG PACTUAL SA,BTGP BANCO,N2,BPAC
BCO CEDULA SA,CEDULA,,CEFI
BCO CENTRAL DO BRASIL,CERT PRIVAT,,BCBR
BCO CRUZEIRO DO SUL SA,CRUZEIRO SUL,N1,CZRS
BCO DAYCOVAL SA,DAYCOVAL,,DAYC
BCO DESENV EST BAHIA SA,DESENBANCO,,BDBA
BCO ESTADO DE SANTA CATARINA SA,BESC,,BSCT
BCO ESTADO DE SAO PAULO SA  BANESPA,BANESPA,,BESP
BCO ESTADO DE SERGIPE SA  BANESE,BANESE,,BGIP
BCO ESTADO DO CEARA SA,EST CEARA,,BECE
BCO ESTADO DO PARA SA,BANPARA,,BPAR
