SP GLOBAL INC,SP GLOBAL,,SPGI
SA VIACAO AEREARIOGRANDENSE,SAVARG,,VAGV
SA FABRICA DE PRODS ALIMENTICIOS VIGOR,VIGOR,N1,VGOR
SA INDUSTRIA E COMERCIO CHAPECO,CHAPECO,,CHAP
SA MINERACAO DA TRINDADE SAMITRI,SAMITRI,,SAMI
SA WHITE MARTINS,WHIT MARTINS,,WHMT
SABINO DE OLIVEIRA COM E NAVEG SA SANAVE,SANAVE,MB,SBNO
SADIA SA,SADIA SA,,SDIA
SADIA SA,SADIA SA,,SOES
SAFRA ETF MULHERES NA LIDERANCA FDO DE IND ACOES,SAFRAETFELAS,,ELAS
SAFRA IBOVESPA FUNDO DE INDICE,SAFRAETFIBOV,,BOVS
SAFRA IBOVESPA FUNDO DE INDICE,SAFRAETFIBOV,,SAET
SAFRA RENDA FIXA PRE 5 FUNDO DE INDICE,SAFRA PRE 5M,,SFPR
SAHY PARTICIPACOES SA,SAHY PART,MB,SAHY
SALESFORCECOM INC,SALESFORCE,,SSFO
SALUS INFRAESTRUTURA PORTUARIA SA,SALUS INFRA,,SAIP
SAM INDUSTRIAS SA,SAM INDUSTR,,FCAP
SANCHEZ ENERGY CORPORATION,SANCHEZ ENER,,SANC
SANESALTO SANEAMENTO SA,SANESALTO,,SNST
SANO SA INDUSTRIA E COMERCIO,SANO,,SANO
SANOFI,SANOFI,,SNYY
SANSUY SA INDUSTRIA DE PLASTICOS,SANSUY,,SNSY
SANTA FE TERRA MATER  FIAGRO  IMOBILIARIO,FIAGRO STAFE,,FARM
SANTANDER AGENCIAS FDO INV IMOB  FII,FII SANT AGE,,SAAG
SANTANDER INFRAESTRUTURA INCENTIVADO  FIC FIDC,FDC SANT IE,,SAIF
SANTANDER PAPEIS IMOB CDI FDO INV IMOB,FII SANT PAP,,SADI
SANTANDER PRIVEQFDO MUT INV ACOESCL,FIA SANTANDE,,SANT
SANTANDER RECEBIVEIS IMOBILIARIOS  FII,FII SANT 001,,STFI
SANTANDER RENDA DE ALUGUEIS FDO INVEST IMOB,FII SANT REN,,SARE
SANTHER FAB DE PAPEL STA THEREZINHA SA,SANTHER,,STTZ
SANTISTA ALIMENTOS SA,SANTISTA ALM,,MFLU
SANTISTA TEXTIL SA,SANTISTEXTIL,,ASTA
SANTO ANTONIO ENERGIA SA,STO ANTONIO,,STEN
SANTOS BRASIL PARTICIPACOES SA,SANTOS BRP,NM,STBP
SAO CARLOS EMPREEND E PARTICIPACOES SA,SAO CARLOS,NM,SCAR
SAO CARLOS RENDA IMOBILIARIA FDO INV IMOB,FII S CARLOS,,SACL
SAO DOMINGOS FDO INV IMOB  FII,FII DOMINGOS,,FISD
SAO FRANCISCO 34 FUNDO DE INVESTIMENTO IMOBILIARIO,FII SAO FRAN,,SFRO
SAO FRANCISCO TEXTIL SA,FRANCIS TEXT,,CTVL
SAO MARTINHO SA,SAO MARTINHO,NM,SMTO
SAO PAULO TURISMO SA,SPTURIS,,AHEB
SAO PAULO WELLNESS SA,SP WELLNESS,,SPWE
SAP SE,SAP SE,,SAPP
SARAIVA LIVREIROS SA  EM RECUPERACAO JUDICIAL,SARAIVA LIVR,N2,SLED
SAREPTA THERAPEUTICS INC,SAREPTA THER,,S1RP
SATIPEL INDUSTRIAL SA,SATIPEL,NM,SATI
