ESRX,2019-02
ESRX,2019-01
ESRX,2018-12
ESRX,2018-11
ESRX,2018-10
ESRX,2018-09
ESRX,2018-08
ESRX,2018-07
ESRX,2018-06
ESRX,2018-05
ESRX,2018-04
ESRX,2018-03
ESRX,2018-02
ESRX,2018-01
ESRX,2017-12
ESRX,2017-11
ESRX,2017-10
ESRX,2017-09
ESRX,2017-08
ESRX,2017-07
ESRX,2017-06
ESRX,2017-05
ESRX,2017-04
ESRX,2017-03
ESRX,2017-02
ESRX,2017-01
ESRX,2016-12
ESRX,2016-11
ESRX,2016-10
ESRX,2016-09
ESRX,2016-08
ESRX,2016-07
ESRX,2016-06
ESRX,2016-05
ESRX,2016-04
ESRX,2016-03
